,id,latitude,longitude,neighbourhood_cleansed,review_scores_location,host_location,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,instant_bookable,license,minimum_nights,maximum_nights,host_is_superhost,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_identity_verified,host_listings_count,host_about,host_verifications,price,availability_30,availability_60,availability_90,availability_365,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,calendar_updated,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_value,reviews_per_month,first_review,last_review,estimated_occupancy_l365d,estimated_revenue_l365d
2886,1007323651771579048,42.2822991,-71.0733387,Dorchester,4.75,"Boston, MA",Private room in rental unit,Private room,1,1.5,1.5 baths,1.0,1.0,"[""Fast wifi \u2013 272 Mbps"", ""Essentials"", ""Wine glasses"", ""Baking sheet"", ""Clothing storage: closet"", ""Smoke alarm"", ""GE induction stove"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Coffee"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Paid parking lot on premises \u2013 2 spaces"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Bed linens"", ""Microwave"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Freezer"", ""Free washer \u2013 In unit"", ""Refrigerator"", ""Extra pillows and blankets"", ""Outdoor furniture"", ""Fire extinguisher"", ""TV"", ""Lock on bedroom door"", ""Dishwasher"", ""Laundromat nearby"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Smart lock"", ""Heating"", ""Iron"", ""GE stainless steel single oven"", ""Toaster"", ""First aid kit"", ""Hangers"", ""Exterior security cameras on property"", ""Coffee maker"", ""Central air conditioning""]",f,,29,365,t,2014-06-10,within a few hours,100%,97%,t,19,"I'm a real estate broker and property manager, I grew up in New Hampshire and have lived in Boston since 2012. Nowadays you'll find me traveling throughout New England and the world with my Boston Terrier Rocco. I've got an awesome team that supports me with managing our spaces around the region.","['email', 'phone']",$54.00,0,0,0,138,29.0,365.0,t,,4,3,1,4.75,5.0,5.0,5.0,5.0,4.75,0.21,2023-12-09,2025-05-20,174,9396.0
2887,1007355663387585950,42.3140755,-71.05715889999999,Dorchester,,"Randolph, MA",Private room in home,Private room,1,1.0,1 bath,1.0,1.0,"[""Wine glasses"", ""Essentials"", ""Baking sheet"", ""Clothing storage: closet"", ""Smoke alarm"", ""Dedicated workspace"", ""Dove shampoo"", ""Dishes and silverware"", ""Dove body soap"", ""Cleaning available during stay"", ""Coffee"", ""Self check-in"", ""Beach access \u2013 Beachfront"", ""Dove conditioner"", ""Room-darkening shades"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Bed linens"", ""Ceiling fan"", ""Microwave"", ""Hair dryer"", ""Freezer"", ""Extra pillows and blankets"", ""Standalone high chair - available upon request"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Laundromat nearby"", ""Keypad"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Coffee maker: Keurig coffee machine"", ""Gas stove"", ""Shower gel"", ""Iron"", ""Wifi"", ""Frigidaire  stainless steel double oven"", ""Hangers"", ""Central heating"", ""Free parking on premises"", ""Free street parking""]",f,,29,365,t,2019-06-12,within an hour,100%,100%,t,3,"Be in business for 33 years hard working open minded to any problems or solution…out going..,respectful sincere and honest …People personally love to help and get problems solved right away ","['email', 'phone']",$48.00,0,16,46,226,29.0,365.0,t,,0,0,0,,,,,,,,,,0,0.0
2888,1007480621926251575,42.28229899028369,-71.0733387619257,Dorchester,3.25,"Boston, MA",Private room in rental unit,Private room,1,1.5,1.5 baths,1.0,1.0,"[""Wine glasses"", ""Essentials"", ""Private entrance"", ""Patio or balcony"", ""Baking sheet"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Clothing storage"", ""Coffee"", ""Self check-in"", ""HDTV with Roku"", ""Oven"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Body soap"", ""Freezer"", ""Free washer \u2013 In unit"", ""Refrigerator"", ""Extra pillows and blankets"", ""Outdoor furniture"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Dishwasher"", ""Laundromat nearby"", ""Dryer"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Smart lock"", ""Coffee maker: Keurig coffee machine"", ""Shower gel"", ""Conditioner"", ""Iron"", ""Wifi"", ""Toaster"", ""First aid kit"", ""Hangers"", ""Paid parking on premises"", ""Central heating"", ""Exterior security cameras on property"", ""Stove"", ""Free parking on premises"", ""Blender"", ""Central air conditioning"", ""Free street parking""]",f,,29,730,t,2014-06-10,within a few hours,100%,97%,t,19,"I'm a real estate broker and property manager, I grew up in New Hampshire and have lived in Boston since 2012. Nowadays you'll find me traveling throughout New England and the world with my Boston Terrier Rocco. I've got an awesome team that supports me with managing our spaces around the region.","['email', 'phone']",$84.00,0,0,9,284,29.0,730.0,t,,4,2,0,5.0,4.75,5.0,5.0,4.75,4.25,0.21,2023-12-03,2025-01-19,116,9744.0
2889,1007483714622386487,42.28229899028369,-71.0733387619257,Dorchester,2.0,"Boston, MA",Private room in rental unit,Private room,2,1.5,1.5 baths,1.0,1.0,"[""Wine glasses"", ""Essentials"", ""Clothing storage: closet"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Cleaning available during stay"", ""Coffee"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""GE refrigerator"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Freezer"", ""GE electric stove"", ""Free washer \u2013 In unit"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""TV"", ""Lock on bedroom door"", ""Dishwasher"", ""Cooking basics"", ""Kitchen"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Hot water"", ""Smart lock"", ""Iron"", ""Wifi"", ""GE stainless steel single oven"", ""Toaster"", ""First aid kit"", ""Hangers"", ""Paid parking on premises"", ""Central heating"", ""Exterior security cameras on property"", ""Central air conditioning"", ""Free street parking""]",f,,29,365,t,2014-06-10,within a few hours,100%,97%,t,19,"I'm a real estate broker and property manager, I grew up in New Hampshire and have lived in Boston since 2012. Nowadays you'll find me traveling throughout New England and the world with my Boston Terrier Rocco. I've got an awesome team that supports me with managing our spaces around the region.","['email', 'phone']",$76.00,0,15,45,320,29.0,365.0,t,,4,2,0,3.75,3.5,4.5,4.25,4.0,3.25,0.21,2023-12-07,2024-11-15,116,8816.0
2890,1007486142006282338,42.28229899028369,-71.0733387619257,Dorchester,4.5,"Boston, MA",Private room in rental unit,Private room,2,1.5,1.5 baths,1.0,1.0,"[""Wine glasses"", ""Essentials"", ""Private entrance"", ""Clothing storage: closet"", ""Smoke alarm"", ""Shared patio or balcony"", ""Dedicated workspace"", ""Dishes and silverware"", ""GE single oven"", ""Cleaning available during stay"", ""Coffee"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Paid parking lot on premises \u2013 2 spaces"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Cleaning products"", ""GE refrigerator"", ""Bed linens"", ""Microwave"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Freezer"", ""GE electric stove"", ""Free washer \u2013 In unit"", ""Extra pillows and blankets"", ""Outdoor furniture"", ""Fire extinguisher"", ""TV"", ""Lock on bedroom door"", ""Dishwasher"", ""Laundromat nearby"", ""Cooking basics"", ""Kitchen"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Hot water"", ""Smart lock"", ""Iron"", ""Wifi"", ""First aid kit"", ""Hangers"", ""Central heating"", ""Exterior security cameras on property"", ""Free parking on premises"", ""Central air conditioning"", ""Free street parking""]",f,,29,365,t,2014-06-10,within a few hours,100%,97%,t,19,"I'm a real estate broker and property manager, I grew up in New Hampshire and have lived in Boston since 2012. Nowadays you'll find me traveling throughout New England and the world with my Boston Terrier Rocco. I've got an awesome team that supports me with managing our spaces around the region.","['email', 'phone']",$65.00,0,0,17,292,29.0,365.0,t,,2,2,0,5.0,5.0,5.0,5.0,5.0,4.5,0.17,2024-06-30,2024-09-01,116,7540.0
2891,1007489643778490459,42.2811081087778,-71.07406305124039,Dorchester,,"Boston, MA",Entire rental unit,Entire home/apt,12,,4.5 baths,4.0,,"[""Wine glasses"", ""Essentials"", ""Private entrance"", ""Washer"", ""Patio or balcony"", ""Baking sheet"", ""Air conditioning"", ""Smoke alarm"", ""Children\u2019s dinnerware"", ""Dedicated workspace"", ""Dishes and silverware"", ""Crib"", ""Cleaning available during stay"", ""Clothing storage"", ""Coffee"", ""Hot water kettle"", ""High chair"", ""Self check-in"", ""Baby bath"", ""Oven"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Luggage dropoff allowed"", ""Pack \u2019n play/Travel crib"", ""Body soap"", ""Freezer"", ""Refrigerator"", ""Pets allowed"", ""Extra pillows and blankets"", ""Outdoor furniture"", ""Fire extinguisher"", ""TV"", ""Baby safety gates"", ""Dishwasher"", ""Laundromat nearby"", ""Dryer"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Smart lock"", ""Coffee maker: Keurig coffee machine"", ""Shower gel"", ""Heating"", ""Conditioner"", ""Iron"", ""Wifi"", ""Toaster"", ""Baby monitor"", ""Hangers"", ""First aid kit"", ""Single level home"", ""Exterior security cameras on property"", ""Stove"", ""Free parking on premises"", ""Blender"", ""Free street parking""]",t,,29,365,t,2014-06-10,within a few hours,100%,97%,t,19,"I'm a real estate broker and property manager, I grew up in New Hampshire and have lived in Boston since 2012. Nowadays you'll find me traveling throughout New England and the world with my Boston Terrier Rocco. I've got an awesome team that supports me with managing our spaces around the region.","['email', 'phone']",,0,0,0,0,29.0,365.0,t,,0,0,0,,,,,,,,,,0,
2892,1007515467943677504,42.28229899028369,-71.0733387619257,Dorchester,4.4,"Boston, MA",Private room in rental unit,Private room,1,1.5,1.5 baths,1.0,1.0,"[""Cooking basics"", ""Kitchen"", ""Washer"", ""Smart lock"", ""Self check-in"", ""Heating"", ""Iron"", ""Air conditioning"", ""Smoke alarm"", ""Wifi"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""TV"", ""Carbon monoxide alarm"", ""Lock on bedroom door"", ""Hair dryer""]",f,,30,365,t,2014-06-10,within a few hours,100%,97%,t,19,"I'm a real estate broker and property manager, I grew up in New Hampshire and have lived in Boston since 2012. Nowadays you'll find me traveling throughout New England and the world with my Boston Terrier Rocco. I've got an awesome team that supports me with managing our spaces around the region.","['email', 'phone']",$60.00,0,10,19,104,30.0,365.0,t,,5,3,1,4.8,5.0,5.0,5.0,4.6,5.0,0.33,2024-03-17,2025-06-05,180,10800.0
2893,1008634914969553181,42.3661862,-71.05216779999999,North End,5.0,"Boston, MA",Entire rental unit,Entire home/apt,3,1.0,1 bath,1.0,1.0,"[""Wine glasses"", ""Essentials"", ""Washer"", ""Smoke alarm"", ""Dishes and silverware"", ""Clothing storage: dresser"", ""Stainless steel single oven"", ""Coffee"", ""Hot water kettle"", ""Self check-in"", ""Dining table"", ""Long term stays allowed"", ""Dryer \u2013 In building"", ""Carbon monoxide alarm"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Body soap"", ""Freezer"", ""Refrigerator"", ""Pets allowed"", ""Extra pillows and blankets"", ""Lockbox"", ""Window AC unit"", ""TV"", ""Dishwasher"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Coffee maker: Keurig coffee machine"", ""Heating"", ""Conditioner"", ""Iron"", ""Wifi"", ""Toaster"", ""Hangers"", ""Stove"", ""Bathtub""]",f,STR-550228,9,365,f,2014-09-02,within a few hours,96%,57%,t,124,"Welcome to your home away from home! 
My name is Adam with Compass Furnished Apartments.

We have 450+ furnished apartments throughout the Northeast. Our portfolio offers options for most budgets and needs 

Our apartments are move in ready, and come with high speed internet, high quality furnishings, and full kitchens with housewares to support quick trips or long term business stays, all you need to bring is your suitcase!","['email', 'phone', 'work_email']",$225.00,3,27,57,57,9.0,365.0,t,,5,4,0,5.0,4.8,5.0,5.0,4.8,4.4,0.26,2023-11-16,2024-10-04,72,16200.0
2894,1008752304965918963,42.3515002,-71.1408802,Allston,4.92,"Cambridge, MA",Entire home,Entire home/apt,6,1.0,1 bath,3.0,3.0,"[""Essentials"", ""Private entrance"", ""Washer"", ""Air conditioning"", ""Smoke alarm"", ""Shared patio or balcony"", ""Dedicated workspace"", ""Dishes and silverware"", ""Clothing storage"", ""Hot water kettle"", ""Dining table"", ""Oven"", ""Room-darkening shades"", ""Long term stays allowed"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Bed linens"", ""Ceiling fan"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Body soap"", ""Freezer"", ""Refrigerator"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Ethernet connection"", ""TV"", ""Dishwasher"", ""Dryer"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Rice maker"", ""Gas stove"", ""Shower gel"", ""Conditioner"", ""Iron"", ""Wifi"", ""Toaster"", ""First aid kit"", ""Hangers"", ""Safe"", ""Radiant heating"", ""Single level home"", ""Bathtub"", ""Free parking on premises""]",f,Exempt: This listing is a unit used for furnished institutional or business stays,29,365,,2019-11-02,within a day,90%,87%,t,12,"Hello! I'm Jon and thank you for checking out our listings

Amy & I have hosted/co-hosted short term rentals and b&bs around the Boston area since 2008. We enjoy hosting people from all backgrounds and walks of life and are always happy to lend a hand. 

Please don't hesitate to reach out if you have any questions or are unsure of anything!

","['email', 'phone']",$250.00,11,35,65,168,45.0,365.0,t,,12,6,0,4.92,5.0,4.67,5.0,4.83,4.75,0.75,2024-02-27,2025-05-07,255,63750.0
2895,1009490318960300178,42.36533,-71.03132,East Boston,4.78,"Boston, MA",Entire rental unit,Entire home/apt,4,2.0,2 baths,2.0,2.0,"[""Wine glasses"", ""Essentials"", ""Barbecue utensils"", ""Washer"", ""Private entrance"", ""Baking sheet"", ""Air conditioning"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Books and reading material"", ""Clothing storage"", ""Coffee"", ""Hot water kettle"", ""City skyline view"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Oven"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Cleaning products"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Fireplace guards"", ""Harbor view"", ""Body soap"", ""Board games"", ""Freezer"", ""Refrigerator"", ""Pets allowed"", ""Extra pillows and blankets"", ""Private patio or balcony"", ""Outdoor furniture"", ""TV"", ""Dishwasher"", ""Cooking basics"", ""Indoor fireplace"", ""Kitchen"", ""Hot water"", ""Smart lock"", ""Backyard"", ""Conditioner"", ""Iron"", ""Wifi"", ""Outdoor dining area"", ""Hangers"", ""Central heating"", ""Exterior security cameras on property"", ""Stove"", ""Portable fans"", ""Bathtub"", ""Blender""]",f,STR-539400,1,365,t,2014-05-08,within an hour,100%,89%,t,1,I'm a very outgoing and positive person. I love traveling and learning about different cultures. La vida es corta.,"['email', 'phone']",$256.00,9,24,43,43,1.0,365.0,t,,106,73,5,4.95,4.97,4.94,4.95,4.96,4.79,5.38,2023-11-07,2025-06-17,255,65280.0
2896,1010657004404896691,42.3441154,-71.0995393,Fenway,,"New York, NY",Entire rental unit,Entire home/apt,2,1.0,1 bath,0.0,1.0,"[""Essentials"", ""Private entrance"", ""Washer \u2013\u00a0In unit"", ""Air conditioning"", ""Smoke alarm"", ""Dryer \u2013\u00a0In unit"", ""Crib"", ""Elevator"", ""High chair"", ""Self check-in"", ""Oven"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Gym"", ""Refrigerator"", ""Pets allowed"", ""Lockbox"", ""TV"", ""Dishwasher"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Hangers"", ""Coffee maker""]",t,,32,1125,f,2016-12-16,within an hour,99%,97%,t,4889,"We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.","['email', 'phone', 'work_email']",$276.00,0,0,0,7,30.7,1125.0,t,,0,0,0,,,,,,,,,,0,0.0
2897,1010657555293788020,42.3317849,-71.09802239999999,Mission Hill,,"New York, NY",Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Essentials"", ""Private entrance"", ""Washer \u2013\u00a0In unit"", ""Air conditioning"", ""Smoke alarm"", ""Dryer \u2013\u00a0In unit"", ""Crib"", ""Elevator"", ""High chair"", ""Self check-in"", ""Oven"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Refrigerator"", ""Pets allowed"", ""Lockbox"", ""TV"", ""Dishwasher"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Hangers"", ""Coffee maker""]",t,,32,1125,f,2016-12-16,within an hour,99%,97%,t,4889,"We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.","['email', 'phone', 'work_email']",$255.00,0,22,52,327,38.3,1125.0,t,,0,0,0,,,,,,,,,,0,0.0
2898,1010659519692433211,42.34992,-71.06943,Bay Village,,"New York, NY",Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Essentials"", ""Private entrance"", ""Washer \u2013\u00a0In unit"", ""Air conditioning"", ""Smoke alarm"", ""Dryer \u2013\u00a0In unit"", ""Crib"", ""Elevator"", ""High chair"", ""Self check-in"", ""Oven"", ""Long term stays allowed"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Gym"", ""Refrigerator"", ""Pets allowed"", ""Lockbox"", ""TV"", ""Dishwasher"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Hangers"", ""Bathtub""]",t,,32,1125,f,2016-12-16,within an hour,99%,97%,t,4889,"We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.","['email', 'phone', 'work_email']",$345.00,0,2,9,176,39.2,1125.0,t,,0,0,0,,,,,,,,,,0,0.0
2899,1010659956299296553,42.34992,-71.06943,Bay Village,,"New York, NY",Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Essentials"", ""Private entrance"", ""Washer \u2013\u00a0In unit"", ""Air conditioning"", ""Smoke alarm"", ""Dryer \u2013\u00a0In unit"", ""Crib"", ""Elevator"", ""High chair"", ""Self check-in"", ""Oven"", ""Long term stays allowed"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Gym"", ""Refrigerator"", ""Pets allowed"", ""Lockbox"", ""TV"", ""Dishwasher"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Hangers"", ""Bathtub""]",t,,32,1125,f,2016-12-16,within an hour,99%,97%,t,4889,"We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.","['email', 'phone', 'work_email']",$357.00,0,3,3,3,30.0,1125.0,t,,0,0,0,,,,,,,,,,0,0.0
2900,1010706163278041728,42.3429164020225,-71.0952198147355,Fenway,,"New York, NY",Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Cooking basics"", ""Kitchen"", ""Hot water"", ""Self check-in"", ""Heating"", ""Wifi"", ""Smoke alarm"", ""Dedicated workspace"", ""Oven"", ""Dishes and silverware"", ""Lockbox"", ""Carbon monoxide alarm"", ""Microwave"", ""Free street parking""]",f,,91,365,f,2023-08-22,within a few hours,99%,51%,t,716,"I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!","['email', 'phone']",$117.00,12,42,72,206,91.0,365.0,t,,0,0,0,,,,,,,,,,0,0.0
2901,1010722922313160623,42.36523406344712,-71.05502657039342,North End,,"New York, NY",Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Cooking basics"", ""Kitchen"", ""Hot water"", ""Patio or balcony"", ""Self check-in"", ""Heating"", ""Wifi"", ""Smoke alarm"", ""Lockbox"", ""Oven"", ""Dishes and silverware"", ""Carbon monoxide alarm"", ""Microwave"", ""Dishwasher""]",f,,91,365,f,2023-08-22,within a few hours,99%,51%,t,716,"I help manage homes around the US, particularly in NYC.
My goal is to provide you with a comfortable and enjoyable experience during your visit. 
Feel free to reach out with any questions or special requests. 
I look forward to hosting you!","['email', 'phone']",$100.00,0,0,30,228,91.0,365.0,t,,0,0,0,,,,,,,,,,0,0.0
2902,1011434446878210591,42.33533690000001,-71.0453323,South Boston,,"New York, NY",Entire rental unit,Entire home/apt,6,,1 bath,3.0,,"[""Essentials"", ""Private entrance"", ""Washer \u2013\u00a0In unit"", ""Air conditioning"", ""Smoke alarm"", ""Dryer \u2013\u00a0In unit"", ""Crib"", ""High chair"", ""Self check-in"", ""Oven"", ""Long term stays allowed"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Hair dryer"", ""Refrigerator"", ""Pets allowed"", ""Lockbox"", ""TV"", ""Dishwasher"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Heating"", ""Iron"", ""Wifi"", ""Hangers"", ""Bathtub""]",t,,32,1125,f,2016-12-16,within an hour,99%,97%,t,4889,"We’re Blueground, a global proptech company with several thousand move-in-ready apartments in a growing number of major cities around the world. With flexible terms and homes in vibrant, centrally based neighborhoods, you’ll feel at home and free to roam for as long as you want — a month, a year, or longer. 

Each apartment is thoughtfully designed with exclusive furnishings, fully equipped kitchens, and incredible amenities – making every day a five-star experience. From day one, you’ll enjoy high-speed Wi-Fi, premium linens, and smart home entertainment. Plus, access to pools, gyms, and outdoor spaces in select buildings.

Why stress over your apartment? We provide a hassle-free alternative — a consistent, quality guest experience that starts even before you arrive. Because we let you book our most up-to-date apartment listings online, confirm with a click, pay securely, and check in easily. 

Even better? You can enhance your stay with car rentals, grocery delivery, laundry services, and more through our special partnerships. 

During your stay
Upon arrival, you’ll either be greeted personally by a Blueground team member or given self-check-in instructions. The entire apartment is yours! You’ll enjoy reliable support via email, phone, and our Guest App, where you can request everything from a home cleaning to extra towels. 

We’ll share all details upon confirmation of your stay.","['email', 'phone', 'work_email']",,0,7,18,18,30.0,1125.0,t,,0,0,0,,,,,,,,,,0,
2903,1011678374518970800,42.30945,-71.10263,Jamaica Plain,4.65,"Savannah, GA",Entire condo,Entire home/apt,7,2.0,2 baths,3.0,4.0,"[""Essentials"", ""Private entrance"", ""Washer"", ""Patio or balcony"", ""Baking sheet"", ""Air conditioning"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Self check-in"", ""Oven"", ""Long term stays allowed"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Bed linens"", ""Microwave"", ""Shampoo"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""TV"", ""Dishwasher"", ""Dryer"", ""Cooking basics"", ""Kitchen"", ""Hot water"", ""Smart lock"", ""Shower gel"", ""Heating"", ""Iron"", ""Wifi"", ""First aid kit"", ""Hangers"", ""Exterior security cameras on property"", ""Stove"", ""Bathtub"", ""Free parking on premises"", ""Free street parking""]",t,STR-570317,30,1125,f,2019-07-25,within an hour,100%,100%,t,9,"Excited to show you everything that makes my city great! I love to travel, read the news, and practice yoga. ","['email', 'phone']",$203.00,1,2,12,262,10.3,1125.0,t,,34,22,2,4.82,4.74,4.68,4.91,4.94,4.65,1.81,2023-12-04,2025-06-15,255,51765.0
